shifts,shifts_latency,shifts_energy,detects,detects_latency,detects_energy,inserts,inserts_latency,inserts_energy,removes,removes_latency,removes_energy,total_latency,total_energy
2341237621653504,1170618.810826752,46824752433070080,2341237411676160,234123.741167616,4682474823352320,0,0.0,0,0,0.0,0,1404742.5519943682,51507227256422400
