shifts,shifts_latency,shifts_energy,detects,detects_latency,detects_energy,inserts,inserts_latency,inserts_energy,removes,removes_latency,removes_energy,total_latency,total_energy
716722667520,358.36133376000004,14334453350400,0,0.0,0,179180666880,179.18066688000002,35836133376000,179180666880,143.344533504,3583613337600,680.886534144,53754200064000
