shifts,shifts_latency,shifts_energy,detects,detects_latency,detects_energy,inserts,inserts_latency,inserts_energy,removes,removes_latency,removes_energy,total_latency,total_energy
4689351829801966,2344675.914900983,93787036596039320,2344391062499328,234439.1062499328,4688782124998656,115591229980,115.59122998000001,23118245996000,372601626862,298.08130148960004,7452032537240,2579528.693682385,98506388999571216
