shifts,shifts_latency,shifts_energy,detects,detects_latency,detects_energy,inserts,inserts_latency,inserts_energy,removes,removes_latency,removes_energy,total_latency,total_energy
2347742026476288,1173871.013238144,46954840529525760,2344391062499328,234439.1062499328,4688782124998656,0,0.0,0,0,0.0,0,1408310.119488077,51643622654524416
