shifts,shifts_latency,shifts_energy,detects,detects_latency,detects_energy,inserts,inserts_latency,inserts_energy,removes,removes_latency,removes_energy,total_latency,total_energy
6504404822784,3252.202411392,130088096455680,3153650823168,315.3650823168,6307301646336,0,0.0,0,0,0.0,0,3567.5674937088,136395398102016
