shifts,shifts_latency,shifts_energy,detects,detects_latency,detects_energy,inserts,inserts_latency,inserts_energy,removes,removes_latency,removes_energy,total_latency,total_energy
6877006449646,3438.5032248230004,137540128992920,3153650823168,315.3650823168,6307301646336,115591229980,115.59122998000001,23118245996000,372601626862,298.08130148960004,7452032537240,4167.5408386094,174417709172496
